date,lat,lon,smajax,sminax,strike,q,depth,unc,q,mw,unc,q,s,mo,fac,mo_auth,mpp,mpr,mrr,mrt,mtp,mtt,eventid
1950-08-2604:39:30.89,64.814,-162.642,10.5,6.3,31.5,B,15.0,25.0,C,6.00,0.59,C,p,,,,,,,,,,895754
1950-08-2606:33:12.52,27.233,94.965,9.1,6.4,155.4,B,25.0,25.0,C,6.19,0.22,B,p,,,,,,,,,,895756
1950-08-2711:00:06.00,29.183,94.600,11.1,7.9,136.8,C,25.0,25.0,C,5.55,0.20,B,p,,,,,,,,,,895761
1950-08-2922:27:25.94,0.983,98.686,26.5,10.8,36.1,C,55.0,9.6,C,6.35,0.20,C,p,,,,,,,,,,895768
1950-08-3006:51:06.45,-3.954,129.121,13.9,7.1,48.3,B,20.0,22.4,C,6.13,0.27,B,p,,,,,,,,,,895771
1950-08-3119:52:37.74,28.610,95.330,10.5,7.1,159.8,B,25.0,25.0,C,5.73,0.47,C,p,,,,,,,,,,895779
1950-09-0102:46:58.34,-3.593,89.034,11.8,7.7,31.7,B,15.0,25.0,C,5.93,0.29,B,p,,,,,,,,,,895780
1950-09-0107:12:04.27,29.688,95.302,10.0,7.3,155.0,B,25.0,9.1,C,5.73,0.36,C,p,,,,,,,,,,895781
1950-09-0123:44:43.95,29.585,95.226,14.0,11.0,144.8,C,25.0,25.0,C,5.55,0.35,C,p,,,,,,,,,,895782
1950-09-0202:47:19.40,52.352,-169.750,10.6,6.0,5.9,C,35.0,4.8,A,6.07,0.22,B,p,,,,,,,,,,895783
1950-09-0216:14:43.99,29.758,96.753,7.8,6.3,146.0,B,25.0,25.0,C,5.93,0.37,C,p,,,,,,,,,,895785
1950-09-0408:12:39.78,29.711,96.731,15.2,9.4,5.8,C,25.0,25.0,C,5.69,0.32,C,p,,,,,,,,,,895795
1950-09-0504:09:02.91,42.550,13.318,4.3,3.3,175.9,A,10.0,4.6,C,5.67,0.20,B,p,,,,,,,,,,895801
1950-09-0910:21:45.28,-3.843,152.781,11.0,6.6,77.9,B,25.0,15.4,C,6.30,0.20,C,p,,,,,,,,,,895813
1950-09-1003:21:26.87,35.364,140.520,5.1,3.3,136.1,B,35.0,4.5,A,6.10,0.45,C,p,,,,,,,,,,895816
1950-09-1109:39:53.75,28.615,94.158,13.3,9.5,164.1,B,25.0,25.0,C,5.81,0.20,C,p,,,,,,,,,,895821
1950-09-1300:03:07.74,23.323,103.113,20.5,8.0,169.1,C,15.0,25.0,C,6.00,0.44,C,p,,,,,,,,,,895824
1950-09-1311:07:41.11,27.605,95.133,11.0,8.0,135.2,C,25.0,25.0,C,6.22,0.49,C,p,,,,,,,,,,895825
1950-09-1409:05:52.89,-0.180,124.769,12.6,7.1,59.3,B,35.0,14.6,C,6.19,0.20,B,p,,,,,,,,,,895829
1950-09-1600:55:33.14,-5.070,-105.207,11.6,6.6,52.5,C,15.0,25.0,C,6.25,0.20,B,p,,,,,,,,,,895834
1950-09-1715:56:00.80,32.440,93.962,10.8,9.5,4.3,B,15.0,25.0,C,5.63,0.20,C,p,,,,,,,,,,895839
1950-09-1920:29:53.56,-2.077,138.151,9.3,5.9,49.8,B,30.0,2.8,C,7.20,0.40,C,d,8.00,19,bibliog,,,,,,,895844
1950-09-2122:51:03.14,-9.369,66.535,9.3,6.6,125.0,B,10.0,4.5,A,5.93,0.20,B,p,,,,,,,,,,895851
1950-09-2203:32:12.09,-9.348,66.138,21.8,11.3,130.8,C,10.0,25.0,C,5.87,0.28,C,p,,,,,,,,,,895853
1950-09-2207:52:09.35,-25.478,-113.504,9.6,7.0,138.5,B,15.0,25.0,C,6.22,0.23,B,p,,,,,,,,,,895854
1950-09-2223:53:32.77,-17.634,-177.295,8.7,6.1,123.7,A,400.4,6.4,A,6.80,0.20,B,d,1.70,19,bibliog,,,,,,,895855
1950-09-2306:23:46.60,34.683,25.727,6.9,5.3,21.8,A,45.0,6.5,A,5.46,0.28,C,p,,,,,,,,,,895856
1950-09-2422:56:44.63,34.708,60.422,9.0,5.0,19.3,B,15.0,25.0,C,5.68,0.32,C,p,,,,,,,,,,895860
1950-09-2523:16:03.52,9.864,126.264,11.3,8.5,40.0,A,25.0,14.5,C,5.96,0.20,B,p,,,,,,,,,,895864
1950-09-2619:06:10.91,24.157,122.875,28.3,21.8,2.0,C,15.0,7.8,C,5.85,0.31,C,p,,,,,,,,,,895865
1950-09-2703:37:00.78,19.844,-109.076,13.3,7.2,46.9,C,25.0,25.0,C,5.74,0.34,C,p,,,,,,,,,,895866
1950-09-2803:29:39.60,23.095,121.481,8.7,6.0,155.6,A,15.0,7.3,C,6.06,0.20,B,p,,,,,,,,,,895869
1950-09-2906:32:19.26,18.945,-107.252,6.8,5.3,47.9,A,15.0,8.4,C,6.59,0.20,B,p,,,,,,,,,,895875
1950-09-3007:29:00.05,28.873,94.409,6.6,5.2,169.7,A,20.0,25.0,C,6.27,0.20,B,p,,,,,,,,,,895878
1950-10-0323:01:58.93,27.161,97.508,12.9,9.7,135.0,C,25.0,25.0,C,6.04,0.20,B,p,,,,,,,,,,895883
1950-10-0500:41:12.38,-18.742,169.666,13.7,8.0,143.3,B,15.0,9.3,C,6.23,0.20,B,p,,,,,,,,,,895886
1950-10-0516:09:42.08,10.481,-85.046,6.5,5.2,46.4,A,97.9,5.2,A,7.50,0.40,C,d,2.30,20,bibliog,,,,,,,895887
1950-10-0523:07:48.73,-4.072,-81.641,14.4,8.5,69.7,C,15.0,1.6,C,5.90,0.20,C,p,,,,,,,,,,895892
1950-10-0621:21:06.21,33.197,76.240,12.9,10.4,85.5,C,15.0,17.3,C,5.47,0.61,C,p,,,,,,,,,,895898
1950-10-0803:23:13.54,-4.199,128.233,7.4,5.1,50.9,A,20.0,16.0,C,7.30,0.27,B,p,,,,,,,,,,895901
1950-10-0804:50:18.72,28.550,94.401,10.4,7.0,117.0,C,25.0,6.7,C,6.35,0.33,C,p,,,,,,,,,,895902
1950-10-0814:49:40.93,-5.177,152.830,17.6,9.6,67.0,B,15.0,15.2,C,6.20,0.20,C,p,,,,,,,,,,895910
1950-10-1515:59:59.12,-9.622,159.971,10.4,7.5,101.5,A,35.0,4.9,A,6.22,0.22,B,p,,,,,,,,,,895933
1950-10-1615:42:35.95,28.220,95.457,14.5,8.2,146.0,C,25.0,25.0,C,5.53,0.62,C,p,,,,,,,,,,895938
1950-10-1722:07:25.07,9.607,-84.850,22.2,10.7,50.8,B,15.0,15.2,C,5.69,0.52,C,p,,,,,,,,,,895945
1950-10-1909:51:18.30,-33.500,-177.713,23.3,10.6,137.9,B,15.0,25.0,C,6.13,0.20,C,p,,,,,,,,,,895950
1950-10-2104:12:58.72,-18.641,-173.928,8.9,5.0,137.4,B,45.0,4.8,A,6.33,0.20,B,p,,,,,,,,,,895954
1950-10-2109:43:01.04,17.228,-105.424,10.0,6.6,23.3,C,15.0,25.0,C,6.20,0.20,B,p,,,,,,,,,,895957
1950-10-2316:13:28.75,14.310,-91.917,6.3,4.4,38.4,A,65.3,6.0,A,7.17,0.32,C,p,,,,,,,,,,895966
1950-10-2317:48:00.16,14.188,-91.688,13.1,8.4,25.1,B,65.0,6.1,A,6.20,0.20,C,p,,,,,,,,,,895968
1950-10-2323:38:52.67,14.073,-91.857,14.5,6.3,38.0,C,65.0,15.6,C,5.95,0.27,C,p,,,,,,,,,,895973
1950-10-2400:52:07.20,14.101,-91.982,14.8,8.1,45.8,C,45.0,15.6,C,5.96,0.20,B,p,,,,,,,,,,895976
1950-10-2603:49:54.21,-32.785,-177.879,17.6,8.3,138.8,B,15.0,13.3,C,6.01,0.20,B,p,,,,,,,,,,895990
1950-10-2615:38:43.15,-32.730,-177.369,20.0,9.7,135.4,B,15.0,25.0,C,6.30,0.40,C,p,,,,,,,,,,895993
1950-10-2906:02:32.59,27.419,95.354,15.0,8.7,138.2,C,25.0,25.0,C,5.96,0.52,C,p,,,,,,,,,,896000
1950-10-3009:04:56.04,26.095,96.810,18.2,8.6,143.7,C,25.0,4.8,C,5.70,0.48,C,p,,,,,,,,,,896003
1950-10-3023:14:05.38,33.173,95.851,14.4,10.0,109.6,C,15.0,11.6,C,5.69,0.25,B,p,,,,,,,,,,896006
1950-10-3119:15:19.49,0.527,-25.728,14.6,8.1,148.9,B,15.0,3.4,C,5.91,0.20,B,p,,,,,,,,,,896009
1950-10-3120:22:32.40,23.158,-108.277,13.4,5.9,44.9,C,15.0,25.0,C,5.87,0.20,B,p,,,,,,,,,,896011
1950-11-0207:07:34.05,24.106,121.962,10.5,9.2,123.2,C,15.0,6.4,C,5.91,0.20,B,p,,,,,,,,,,896017
1950-11-0215:28:15.51,-6.823,129.183,7.6,5.9,43.5,A,199.7,6.0,A,7.70,0.40,C,d,5.00,20,bibliog,,,,,,,896018
1950-11-0220:17:32.01,30.353,97.396,11.7,8.9,163.5,C,15.0,25.0,C,5.62,0.24,C,p,,,,,,,,,,896021
1950-11-0516:35:25.80,14.078,-92.156,9.8,6.4,45.0,C,35.0,15.6,C,5.87,0.20,B,p,,,,,,,,,,896027
1950-11-0517:37:33.32,33.504,134.754,4.0,2.5,162.0,B,25.0,8.2,B,6.67,0.21,B,p,,,,,,,,,,896028
1950-11-0622:22:12.59,-7.302,156.007,8.0,6.6,69.6,A,35.0,18.7,C,6.27,0.20,B,p,,,,,,,,,,896031
1950-11-0802:18:15.77,-9.729,159.876,6.3,6.1,74.8,A,15.0,11.9,C,6.64,0.58,C,p,,,,,,,,,,896037
1950-11-0903:48:05.78,46.135,105.365,26.8,12.5,110.5,C,15.0,25.0,C,5.73,0.20,C,p,,,,,,,,,,896044
1950-11-1002:14:11.64,19.020,-109.133,16.9,10.3,15.5,C,25.0,25.0,C,5.94,0.66,C,p,,,,,,,,,,896050
1950-11-1109:28:27.92,19.156,-109.821,13.8,7.9,31.0,C,25.0,25.0,C,5.75,0.67,C,p,,,,,,,,,,896054
1950-11-1113:51:14.81,9.971,-85.640,15.6,7.9,27.7,C,25.0,11.4,C,5.77,0.20,C,p,,,,,,,,,,896055
1950-11-1221:30:32.27,27.233,94.807,13.9,9.3,139.2,C,25.0,25.0,C,5.51,0.62,C,p,,,,,,,,,,896062
1950-11-1404:23:53.31,-10.602,161.692,20.3,8.4,124.0,B,35.0,30.8,C,6.02,0.22,C,p,,,,,,,,,,896067
1950-11-1422:04:46.51,24.890,63.501,9.3,7.0,35.7,A,15.0,25.0,C,5.51,0.20,C,p,,,,,,,,,,896073
1950-11-1609:08:59.02,25.382,96.895,20.1,12.6,156.3,C,15.0,25.0,C,5.69,0.20,C,p,,,,,,,,,,896078
1950-11-1715:57:45.70,6.610,-36.256,38.2,12.9,143.5,C,15.0,25.0,C,5.69,0.20,B,p,,,,,,,,,,896083
1950-11-1719:28:22.34,17.030,-100.411,7.9,5.4,26.5,B,20.0,11.2,C,6.12,0.20,B,p,,,,,,,,,,896084
1950-11-1722:01:07.57,38.643,70.311,6.0,5.4,25.9,A,15.0,15.2,C,5.66,0.25,B,p,,,,,,,,,,896085
1950-11-1921:34:59.35,38.518,71.910,5.9,5.4,126.5,B,15.0,20.0,C,5.56,0.63,C,p,,,,,,,,,,896091
1950-11-2120:54:00.58,38.578,70.336,5.9,5.5,133.1,A,15.0,15.2,C,5.64,0.65,C,p,,,,,,,,,,896096
1950-11-2210:16:30.68,51.348,-176.472,7.4,5.4,1.2,A,30.2,3.8,A,6.23,0.27,B,p,,,,,,,,,,896100
1950-11-2413:03:48.20,-15.657,-172.967,19.5,10.4,136.9,B,35.0,16.0,C,6.17,0.20,B,p,,,,,,,,,,896104
1950-11-2420:18:52.28,-15.050,-172.546,18.3,10.3,134.3,C,15.0,21.6,C,6.19,0.20,B,p,,,,,,,,,,896105
1950-12-0114:50:57.73,14.173,-47.219,5.7,4.1,157.1,A,17.5,25.0,C,6.75,0.20,B,p,,,,,,,,,,896115
1950-12-0219:51:51.64,-18.373,167.654,7.8,6.5,124.9,A,30.0,4.6,A,7.90,0.40,C,d,8.00,20,bibliog,,,,,,,896121
1950-12-0306:26:57.73,28.767,95.686,8.0,7.3,133.5,A,25.0,25.0,C,6.09,0.20,B,p,,,,,,,,,,896131
1950-12-0307:47:36.87,-17.838,167.602,12.8,9.2,107.6,A,15.8,3.6,A,6.22,0.31,C,p,,,,,,,,,,896132
1950-12-0407:38:06.96,-17.944,167.620,12.1,8.5,117.4,A,25.0,3.7,A,6.23,0.20,B,p,,,,,,,,,,896144
1950-12-0521:53:38.66,29.770,131.200,11.7,10.6,25.8,C,25.0,6.8,C,6.02,0.20,B,p,,,,,,,,,,896158
1950-12-0921:38:51.98,-23.977,-67.912,7.8,5.5,75.1,A,113.9,6.0,A,8.20,0.40,C,d,2.60,21,bibliog,,,,,,,896170
1950-12-1002:50:45.23,-14.305,-75.472,10.0,5.4,53.0,B,61.5,5.0,A,6.31,0.47,C,p,,,,,,,,,,896171
1950-12-1401:52:54.23,-19.705,-175.874,8.0,6.0,143.8,A,215.9,6.0,A,7.80,0.40,C,d,6.00,20,bibliog,,,,,,,896185
1950-12-1414:15:54.82,16.739,-98.482,7.4,5.8,46.7,A,35.0,5.0,A,7.10,0.30,B,d,6.00,19,bibliog,,,,,,,896193
1950-12-1701:07:59.69,16.120,-98.836,13.6,9.0,46.4,C,15.0,9.8,C,5.45,0.61,C,p,,,,,,,,,,896198
1950-12-1815:44:49.92,-3.688,128.277,13.5,7.1,50.6,B,35.0,35.2,C,6.29,0.20,C,p,,,,,,,,,,896201
1950-12-2209:10:43.84,8.230,91.712,9.5,6.4,35.6,A,25.0,25.0,C,6.04,0.20,B,p,,,,,,,,,,896212
1950-12-2613:51:38.31,15.861,-98.719,12.1,8.5,28.2,C,20.0,7.7,C,5.81,0.34,C,p,,,,,,,,,,896225
1950-12-2911:56:08.56,32.735,87.974,9.1,6.6,99.8,B,15.0,25.0,C,6.10,0.20,B,p,,,,,,,,,,896233
1950-12-2922:35:23.86,23.854,91.844,12.7,8.1,140.3,C,15.0,25.0,C,5.90,0.26,B,p,,,,,,,,,,896235
1951-01-0103:07:53.53,47.582,109.988,13.4,10.0,22.1,A,15.0,25.0,C,5.88,0.45,C,p,,,,,,,,,,893984
1951-01-0312:21:25.64,17.106,-106.193,23.7,11.9,21.6,C,15.0,25.0,C,5.95,0.22,C,p,,,,,,,,,,893989
1951-01-0317:27:18.71,-38.589,-73.519,17.8,12.9,17.6,C,35.0,6.5,C,6.22,0.20,C,p,,,,,,,,,,893991
1951-01-0500:52:37.99,7.331,-80.835,7.6,5.5,53.6,B,15.0,3.9,A,5.91,0.20,C,p,,,,,,,,,,893995
1951-01-0607:51:35.52,7.329,-80.993,7.1,5.1,56.5,B,54.4,5.3,A,6.59,0.24,B,p,,,,,,,,,,894002
1951-01-0818:32:26.51,35.304,140.329,6.2,4.4,132.0,C,55.0,18.5,B,6.07,0.21,C,p,,,,,,,,,,894006
1951-01-0916:00:26.24,80.602,122.594,10.5,7.6,158.2,B,10.0,25.0,C,5.79,0.37,C,p,,,,,,,,,,894010
1951-01-1008:26:55.11,-23.115,-175.864,21.7,10.9,134.9,B,45.0,5.2,A,5.99,0.23,C,p,,,,,,,,,,894014
1951-01-1410:19:18.93,-24.539,-175.599,29.3,13.6,140.4,C,20.0,10.9,C,6.03,0.20,C,p,,,,,,,,,,894023
1951-01-1510:32:07.60,-4.842,133.983,35.9,12.7,61.8,B,15.0,8.3,C,6.27,0.30,C,p,,,,,,,,,,894028
1951-01-1821:15:51.31,51.439,-177.551,12.4,5.7,175.7,C,45.9,5.4,A,6.10,0.29,B,p,,,,,,,,,,894038
1951-01-2212:16:07.49,-17.155,41.576,10.0,7.8,10.0,B,15.0,25.0,C,6.11,0.59,C,p,,,,,,,,,,894045
1951-01-2306:52:45.14,-55.879,-135.634,18.8,9.9,167.8,B,10.0,25.0,C,6.56,0.20,B,p,,,,,,,,,,894048
1951-01-2404:49:29.00,-59.669,-23.048,12.8,11.0,40.7,A,15.0,25.0,C,6.06,0.60,C,p,,,,,,,,,,894050
1951-01-2516:35:35.61,-1.846,81.278,11.4,7.3,74.6,B,15.0,3.6,A,6.11,0.38,C,p,,,,,,,,,,894055
1951-01-2603:25:16.29,1.255,126.040,18.2,11.2,37.9,B,15.0,22.4,C,5.89,0.30,C,p,,,,,,,,,,894056
1951-01-2813:26:33.20,24.841,122.551,13.3,7.9,88.8,C,15.0,7.7,C,6.07,0.22,B,p,,,,,,,,,,894062
1951-01-3019:00:38.53,16.150,-99.101,10.5,7.7,56.4,C,15.0,9.8,C,5.84,0.31,C,p,,,,,,,,,,894069
1951-01-3023:07:27.66,32.373,33.454,5.7,4.6,12.7,A,15.0,3.8,A,5.88,0.42,C,p,,,,,,,,,,894070
1951-02-1003:27:58.91,-40.051,176.655,12.0,7.7,133.8,B,15.0,11.4,C,6.33,0.44,C,p,,,,,,,,,,894090
1951-02-1217:22:05.82,65.361,136.461,5.5,4.4,139.9,A,10.0,25.0,C,6.52,0.22,B,p,,,,,,,,,,894101
1951-02-1300:46:21.21,-0.728,97.960,18.1,8.7,36.4,C,25.0,6.0,C,5.95,0.29,C,p,,,,,,,,,,894102
1951-02-1316:28:02.27,13.404,-90.818,22.9,12.3,40.1,C,25.0,22.4,C,5.88,0.20,C,p,,,,,,,,,,894106
1951-02-1322:13:00.59,55.802,-156.280,6.1,4.2,6.5,A,20.0,18.9,C,6.90,0.30,B,d,3.10,19,bibliog,,,,,,,894107
1951-02-1922:11:58.45,-24.859,-116.485,15.9,13.1,170.0,B,15.0,25.0,C,6.42,0.28,B,p,,,,,,,,,,894122
1951-02-2015:24:24.95,-21.314,-114.055,28.3,13.7,32.8,C,15.0,25.0,C,6.21,0.39,C,p,,,,,,,,,,894125
1951-02-2201:45:48.90,-3.252,142.238,21.0,11.6,55.9,B,25.0,25.0,C,6.13,0.43,C,p,,,,,,,,,,894132
1951-03-0411:17:29.51,-15.701,-74.168,12.4,6.7,40.8,C,65.0,5.2,A,5.84,0.70,C,p,,,,,,,,,,894147
1951-03-0618:58:17.08,28.661,95.427,9.0,6.3,145.0,B,15.0,3.7,A,5.73,0.20,C,p,,,,,,,,,,894155
1951-03-0919:44:23.90,-8.931,124.027,4.8,4.4,65.1,A,35.0,6.0,A,6.71,0.23,B,p,,,,,,,,,,894164
1951-03-1022:03:37.46,41.472,142.216,5.7,3.6,110.7,B,64.4,5.0,A,6.07,0.61,C,p,,,,,,,,,,894170
1951-03-1214:52:21.86,27.990,94.668,6.9,5.2,165.5,A,25.0,4.8,A,5.98,0.20,B,p,,,,,,,,,,894174
1951-03-1409:46:59.99,50.745,6.743,2.5,2.3,72.3,A,15.0,7.3,C,5.52,0.22,B,p,,,,,,,,,,894181
1951-03-1613:56:54.74,30.634,97.487,10.4,6.8,153.1,B,15.0,25.0,C,5.84,0.20,B,p,,,,,,,,,,894187
1951-03-1704:27:36.23,30.843,97.363,6.4,5.5,168.3,A,15.0,25.0,C,6.22,0.36,C,p,,,,,,,,,,894190
1951-03-1909:29:38.51,-21.820,33.649,10.1,6.4,130.6,B,15.0,25.0,C,6.00,0.29,B,p,,,,,,,,,,894196
1951-03-1920:28:56.52,55.640,160.765,9.6,6.7,171.3,C,15.0,12.1,C,6.07,0.20,B,p,,,,,,,,,,894197
1951-04-0120:45:29.76,-41.731,-75.446,12.8,10.3,129.5,C,15.0,25.0,C,5.63,0.20,C,p,,,,,,,,,,894220
1951-04-0200:13:43.78,13.238,-89.948,10.4,6.1,47.3,B,55.0,9.8,C,6.03,0.27,B,p,,,,,,,,,,894221
1951-04-0222:09:39.68,-5.939,149.294,9.4,6.3,67.0,A,60.0,5.1,A,6.10,0.38,C,p,,,,,,,,,,894226
1951-04-0503:15:26.64,37.575,20.367,5.9,3.9,14.3,B,15.0,15.3,C,5.60,0.20,B,p,,,,,,,,,,894236
1951-04-0623:53:06.02,30.731,97.391,11.1,7.0,149.7,C,15.0,25.0,C,5.73,0.27,C,p,,,,,,,,,,894241
1951-04-0720:29:15.66,25.949,90.575,11.5,7.5,109.3,C,15.0,25.0,C,5.77,0.50,C,p,,,,,,,,,,894243
1951-04-0821:38:10.21,36.516,35.869,5.7,4.3,18.9,A,15.0,3.8,A,5.82,0.37,C,p,,,,,,,,,,894246
1951-04-0916:55:25.72,25.480,129.181,38.6,19.4,26.0,C,15.0,30.3,C,5.81,0.28,C,p,,,,,,,,,,894247
1951-04-1010:55:42.70,-15.398,-173.111,17.6,8.6,128.8,B,15.0,3.7,A,6.21,0.22,B,p,,,,,,,,,,894248
1951-04-1310:14:43.56,-9.957,119.031,9.9,5.7,50.6,B,25.0,4.7,A,6.26,0.20,B,p,,,,,,,,,,894255
1951-04-1404:10:08.66,39.089,71.592,4.9,3.7,43.8,A,15.0,21.4,C,6.08,0.20,B,p,,,,,,,,,,894259
1951-04-1413:33:02.88,61.214,136.593,5.3,4.6,92.3,A,10.0,25.0,C,7.07,0.41,C,p,,,,,,,,,,894262
1951-04-1423:40:56.83,28.280,93.861,6.6,4.8,155.5,A,15.0,25.0,C,6.40,0.23,B,p,,,,,,,,,,894263
1951-04-2203:37:44.24,28.842,94.575,10.1,7.4,155.4,C,25.0,25.0,C,5.96,0.20,B,p,,,,,,,,,,894282
1951-04-2212:36:20.41,75.889,-72.251,12.7,8.6,161.3,A,15.0,25.0,C,5.66,0.41,C,p,,,,,,,,,,894284
1951-04-2306:50:14.47,-37.355,178.076,8.7,8.1,149.1,A,20.0,38.9,C,6.07,0.20,B,p,,,,,,,,,,894286
1951-04-2907:35:49.42,80.555,123.388,9.2,7.6,126.7,B,15.0,25.0,C,5.65,0.40,C,p,,,,,,,,,,894300
1951-04-3015:28:10.18,-8.292,154.171,8.7,6.2,65.7,A,25.0,4.0,A,6.49,0.20,B,p,,,,,,,,,,894305
1951-05-0105:02:42.37,-50.652,149.280,7.6,7.1,112.0,A,15.0,3.9,A,6.77,0.38,C,p,,,,,,,,,,894306
1951-05-0216:17:03.83,-41.845,80.089,12.5,8.4,29.5,C,15.0,25.0,C,6.35,0.41,C,p,,,,,,,,,,894310
1951-05-0419:27:15.49,6.406,-33.951,35.0,13.7,143.6,C,15.0,25.0,C,5.64,0.25,B,p,,,,,,,,,,894314
1951-05-0820:00:49.24,-8.350,-80.515,13.5,7.8,61.4,C,35.0,5.0,A,5.72,0.51,C,p,,,,,,,,,,894324
1951-05-1009:18:34.64,-20.201,33.675,7.7,6.6,119.9,A,25.0,4.7,A,6.11,0.29,B,p,,,,,,,,,,894327
1951-05-1021:32:57.95,-34.152,-72.101,10.2,7.8,66.7,B,32.7,4.7,A,6.06,0.25,B,p,,,,,,,,,,894331
1951-05-1222:07:55.86,39.491,71.355,4.8,3.8,150.4,A,15.0,22.8,C,5.61,0.20,B,p,,,,,,,,,,894334
1951-05-1404:07:36.27,30.060,69.985,7.3,5.1,51.9,A,15.0,3.0,C,5.92,0.36,C,p,,,,,,,,,,894340
1951-05-1505:18:39.62,-21.462,-69.860,8.8,4.9,84.6,C,53.3,5.1,A,6.05,0.20,B,p,,,,,,,,,,894343
1951-05-1614:06:14.33,2.081,126.280,15.9,8.5,61.2,B,15.0,20.0,C,5.96,0.20,C,p,,,,,,,,,,894351
1951-05-1915:54:23.58,37.493,-4.078,5.0,4.3,148.4,A,15.0,3.9,A,5.60,0.20,B,p,,,,,,,,,,894355
1951-05-2219:31:12.74,9.905,57.670,13.1,9.3,178.8,C,15.0,4.6,C,5.53,0.37,C,p,,,,,,,,,,894363
1951-05-2704:30:59.34,23.848,-44.804,14.5,9.6,138.5,B,15.0,6.1,C,5.67,0.20,C,p,,,,,,,,,,894373
1951-05-2815:59:23.72,28.925,86.685,7.5,4.9,73.0,B,15.0,3.8,A,5.97,0.20,B,p,,,,,,,,,,894375
1951-05-2906:03:15.16,-3.061,139.736,10.1,6.1,63.9,B,25.0,16.3,C,6.28,0.20,B,p,,,,,,,,,,894379
1951-05-3019:57:07.87,-2.880,126.587,7.8,6.2,47.7,A,35.0,5.1,A,6.14,0.23,B,p,,,,,,,,,,894382
1951-05-3120:55:59.40,18.743,121.058,5.8,5.3,80.9,A,61.4,4.8,A,6.23,0.20,B,p,,,,,,,,,,894383
1951-06-0116:23:36.73,13.156,145.725,18.1,10.8,27.7,C,25.0,11.1,C,5.59,0.59,C,p,,,,,,,,,,894385
1951-06-0206:47:56.30,6.878,116.727,7.8,7.3,113.0,A,15.0,25.0,C,6.07,0.33,C,p,,,,,,,,,,894388
1951-06-0318:30:26.44,23.950,122.257,14.5,10.8,103.2,C,15.0,14.3,C,5.71,0.20,B,p,,,,,,,,,,894390
1951-06-0501:34:19.01,9.512,-86.036,13.3,8.2,41.0,C,30.2,4.7,A,5.63,0.54,C,p,,,,,,,,,,894391
1951-06-0516:57:45.14,29.796,131.304,5.2,4.5,172.0,A,35.0,4.6,A,6.71,0.56,C,p,,,,,,,,,,894394
1951-06-0616:10:56.02,71.218,-8.889,5.8,3.5,30.4,B,15.0,4.0,A,6.40,0.61,C,p,,,,,,,,,,894397
1951-06-0722:59:01.91,-28.375,-176.008,10.6,6.8,119.5,B,15.0,5.0,A,6.27,0.20,B,p,,,,,,,,,,894401
1951-06-0911:22:02.32,31.824,49.499,9.5,5.2,2.3,C,15.0,13.1,C,5.63,0.25,B,p,,,,,,,,,,894405
1951-06-1709:40:21.24,44.435,-130.155,10.6,6.4,44.6,C,15.0,9.7,C,5.71,0.48,C,p,,,,,,,,,,894420
1951-06-2021:50:22.23,23.912,121.632,13.9,10.9,38.5,C,15.0,7.1,C,6.11,0.24,B,p,,,,,,,,,,894437
1951-06-2410:55:46.26,18.544,147.002,14.4,8.8,49.3,C,35.0,17.1,C,6.06,0.31,C,p,,,,,,,,,,894448
1951-06-2515:43:36.31,-3.665,149.951,17.4,8.1,77.9,B,15.0,13.4,C,6.13,0.26,C,p,,,,,,,,,,894453
1951-06-2603:40:55.85,-4.127,123.012,13.0,8.7,62.9,A,15.0,25.0,C,5.93,0.59,C,p,,,,,,,,,,894458
1951-07-0205:06:18.82,5.834,124.959,12.4,10.0,69.2,A,25.0,19.1,C,5.96,0.20,B,p,,,,,,,,,,894468
1951-07-0221:46:37.32,-21.232,-175.122,15.8,8.4,106.4,B,35.0,5.3,A,6.10,0.20,B,p,,,,,,,,,,894472
1951-07-0305:23:45.84,11.660,45.545,14.1,9.1,8.4,C,15.0,25.0,C,5.75,0.20,B,p,,,,,,,,,,894474
1951-07-0318:15:57.49,11.007,46.004,15.0,9.9,7.3,C,15.0,25.0,C,5.63,0.28,C,p,,,,,,,,,,894478
1951-07-0509:04:03.66,35.361,82.051,9.0,6.7,80.7,A,15.0,25.0,C,5.65,0.26,B,p,,,,,,,,,,894482
1951-07-0805:44:23.32,9.967,122.386,6.7,5.4,47.1,A,25.0,21.6,C,6.47,0.25,B,p,,,,,,,,,,894490
1951-07-0900:03:53.49,15.990,-96.605,8.0,5.9,37.2,C,25.0,4.6,A,5.98,0.20,B,p,,,,,,,,,,894493
1951-07-1118:21:59.01,28.359,139.405,5.9,5.2,39.4,A,496.7,6.2,A,7.10,0.20,B,d,5.50,19,bibliog,,,,,,,894503
1951-07-1407:18:15.43,46.926,154.108,22.6,12.2,178.6,C,35.0,10.8,C,5.87,0.20,C,p,,,,,,,,,,894514
1951-07-1809:06:18.40,0.622,-26.945,7.8,4.7,149.2,B,15.0,25.0,C,6.87,0.20,B,p,,,,,,,,,,894529
1951-07-1920:41:25.52,51.129,-177.924,9.3,5.2,175.5,C,38.6,4.6,A,5.94,0.20,B,p,,,,,,,,,,894530
1951-07-2101:32:29.08,28.619,96.529,8.7,5.8,174.5,B,25.0,25.0,C,5.82,0.20,B,p,,,,,,,,,,894537
