Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
14th Av S / S Dakota St,Motor Vehicle Accident,05/14/2011 10:26:00 PM +0000,47.567237,-122.314687,"(47.567237, -122.314687)",F110041855
7th Av Ne / Ne 50th St,Motor Vehicle Accident,05/14/2011 06:52:00 PM +0000,47.664958,-122.320703,"(47.664958, -122.320703)",F110041783
31ST AV W / W SMITH ST,Motor Vehicle Accident,05/14/2011 05:32:00 PM +0000,47.641155,-122.396985,"(47.641155, -122.396985)",F110041759
1701 Broadway,Motor Vehicle Accident,05/14/2011 06:51:00 AM +0000,47.616403,-122.320817,"(47.616403, -122.320817)",F110041637
0 - 0 Nb I5 Cd Fr Dearborn,Motor Vehicle Accident Freeway,05/14/2011 01:44:00 AM +0000,47.595825,-122.319215,"(47.595825, -122.319215)",F110041548
2300 N 45th St,Motor Vehicle Accident,05/14/2011 12:09:00 PM +0000,47.661375,-122.331356,"(47.661375, -122.331356)",F110041514
0 - 0 Nb I5 To Wsea Frwy,Motor Vehicle Accident Freeway,05/13/2011 11:42:00 PM +0000,47.569155,-122.319826,"(47.569155, -122.319826)",F110041510
S Othello St / M L King Jr Way S,Motor Vehicle Accident,05/13/2011 10:50:00 PM +0000,47.537042,-122.281293,"(47.537042, -122.281293)",F110041491
Delridge Way Sw / Sw Andover St,Motor Vehicle Accident,05/13/2011 06:35:00 PM +0000,47.568347,-122.363283,"(47.568347, -122.363283)",F110041424
Western Av / Blanchard St,Motor Vehicle Accident,05/13/2011 09:28:00 AM +0000,47.611942,-122.346072,"(47.611942, -122.346072)",F110041343
825 Eastlake Av E,Motor Vehicle Accident,05/13/2011 05:23:00 AM +0000,47.626221,-122.329198,"(47.626221, -122.329198)",F110041305
53rd Av Sw / Sw Charlestown St,Motor Vehicle Accident,05/13/2011 04:08:00 AM +0000,47.570354,-122.40011,"(47.570354, -122.40011)",F110041292
Ne 45th St / 9th Av Ne,Motor Vehicle Accident,05/13/2011 02:10:00 AM +0000,47.661306,-122.318778,"(47.661306, -122.318778)",F110041251
E Aloha St / 23rd Av E,Motor Vehicle Accident,05/13/2011 01:37:00 AM +0000,47.626759,-122.302382,"(47.626759, -122.302382)",F110041243
S Massachusetts St / M L King Jr Way S,Motor Vehicle Accident,05/13/2011 01:28:00 AM +0000,47.588312,-122.298051,"(47.588312, -122.298051)",F110041240
Nb I5 At Holgate,Motor Vehicle Accident Freeway,05/13/2011 12:36:00 PM +0000,47.58616,-122.320063,"(47.58616, -122.320063)",F110041217
4th Av S / S Holgate St,Motor Vehicle Accident,05/12/2011 11:14:00 PM +0000,47.58617,-122.329062,"(47.58617, -122.329062)",F110041192
Ne Northgate Way / 15th Av Ne,Motor Vehicle Accident,05/12/2011 07:43:00 PM +0000,47.708528,-122.31243,"(47.708528, -122.31243)",F110041089
4327 28TH AV S,Motor Vehicle Accident,05/12/2011 04:43:00 AM +0000,47.56366,-122.29845,"(47.56366, -122.29845)",F110040920
0 - 0 SB I5 AT DENNY,Motor Vehicle Accident Freeway,05/12/2011 04:19:00 AM +0000,47.616393,-122.329156,"(47.616393, -122.329156)",F110040914
25TH AV S / CHEASTY BLVD S,Motor Vehicle Accident,05/12/2011 04:03:00 AM +0000,47.565975,-122.29978,"(47.565975, -122.29978)",F110040906
5614 22nd Av Nw,Motor Vehicle Accident,05/12/2011 01:52:00 AM +0000,47.669551,-122.384743,"(47.669551, -122.384743)",F110040880
Banner Way Ne / Ne 80th St,Motor Vehicle Accident,05/12/2011 01:32:00 AM +0000,47.686768,-122.325099,"(47.686768, -122.325099)",F110040871
2501 Ne 55th St,Motor Vehicle Accident,05/11/2011 10:42:00 PM +0000,47.668526,-122.300608,"(47.668526, -122.300608)",F110040834
Western Av / Marion St,Motor Vehicle Accident,05/11/2011 08:46:00 PM +0000,47.603518,-122.336697,"(47.603518, -122.336697)",F110040795
M L King Jr Way / E Yesler Way,Motor Vehicle Accident,05/11/2011 07:39:00 PM +0000,47.601656,-122.296768,"(47.601656, -122.296768)",F110040768
M L King Jr Way S / Rainier Av S,Motor Vehicle Accident,05/11/2011 07:33:00 PM +0000,47.576359,-122.29663,"(47.576359, -122.29663)",F110040762
25 W Mcgraw St,Motor Vehicle Accident,05/11/2011 06:56:00 PM +0000,47.639596,-122.35724,"(47.639596, -122.35724)",F110040748
HIGHLAND PARK WAY SW / SW HOLDEN ST,Motor Vehicle Accident,05/11/2011 06:46:00 PM +0000,47.53374,-122.347059,"(47.53374, -122.347059)",F110040739
25th Av Ne / Ne 49th St,Motor Vehicle Accident,05/11/2011 06:10:00 PM +0000,47.664332,-122.300912,"(47.664332, -122.300912)",F110040736
30th Av S / E Yesler Way,Motor Vehicle Accident,05/11/2011 04:28:00 PM +0000,47.60165,-122.293735,"(47.60165, -122.293735)",F110040717
9710 8th Av Ne,Motor Vehicle Accident,05/11/2011 04:58:00 AM +0000,47.699573,-122.320367,"(47.699573, -122.320367)",F110040582
S Hudson St / Rainier Av S,Motor Vehicle Accident,05/11/2011 01:21:00 AM +0000,47.557041,-122.28463,"(47.557041, -122.28463)",F110040502
Rainier Av S / 42nd Av S,Motor Vehicle Accident,05/11/2011 12:19:00 PM +0000,47.553907,-122.280749,"(47.553907, -122.280749)",F110040487
4th Av S / S Holgate St,Motor Vehicle Accident,05/11/2011 12:02:00 PM +0000,47.58617,-122.329062,"(47.58617, -122.329062)",F110040478
S Kenyon St / Rainier Av S,Motor Vehicle Accident,05/10/2011 11:48:00 PM +0000,47.531582,-122.26999,"(47.531582, -122.26999)",F110040476
Beacon Av S / 28th Av S,Motor Vehicle Accident,05/10/2011 10:52:00 PM +0000,47.539429,-122.297162,"(47.539429, -122.297162)",F110040454
S Willow St / 44th Av S,Motor Vehicle Accident,05/10/2011 06:18:00 AM +0000,47.540672,-122.278085,"(47.540672, -122.278085)",F110040270
Ne 84th St / Roosevelt Way Ne,Motor Vehicle Accident,05/09/2011 11:36:00 PM +0000,47.689645,-122.317603,"(47.689645, -122.317603)",F110040167
38th Av S / M L King Jr Way S,Motor Vehicle Accident,05/09/2011 11:01:00 PM +0000,47.544268,-122.284764,"(47.544268, -122.284764)",F110040157
0 - 0 Nb I5 At Lakeview,Motor Vehicle Accident Freeway,05/09/2011 10:39:00 PM +0000,47.629452,-122.326694,"(47.629452, -122.326694)",F110040147
7th Av / James St,Motor Vehicle Accident,05/09/2011 08:23:00 PM +0000,47.604625,-122.32697,"(47.604625, -122.32697)",F110040099
0 - 0 Sb Sr99 At 14,Motor Vehicle Accident Freeway,05/09/2011 06:53:00 AM +0000,47.521555,-122.319617,"(47.521555, -122.319617)",F110039947
Bellevue Av / E Denny Way,Motor Vehicle Accident,05/09/2011 04:59:00 AM +0000,47.618493,-122.326726,"(47.618493, -122.326726)",F110039924
RAINIER AV S / S DEARBORN ST,Motor Vehicle Accident,05/09/2011 04:14:00 AM +0000,47.595874,-122.31153,"(47.595874, -122.31153)",F110039918
7535 Seward Park Av S,Motor Vehicle Accident,05/09/2011 01:13:00 AM +0000,47.535333,-122.267284,"(47.535333, -122.267284)",F110039883
NB SR99 TO WESTERN,Motor Vehicle Accident,05/09/2011 12:35:00 PM +0000,47.612308,-122.346947,"(47.612308, -122.346947)",F110039868
3300 Rainier Av S,Motor Vehicle Accident,05/08/2011 09:08:00 PM +0000,47.573943,-122.294787,"(47.573943, -122.294787)",F110039820
0 NB I5 TO LAKE CITY,Motor Vehicle Accident Freeway,05/08/2011 07:41:00 PM +0000,47.67769,-122.320387,"(47.67769, -122.320387)",F110039802
1501 12TH AV,Motor Vehicle Accident,05/08/2011 05:41:00 PM +0000,47.614104,-122.316836,"(47.614104, -122.316836)",F110039783
N 45TH ST / MERIDIAN AV N,Motor Vehicle Accident,05/08/2011 05:25:00 PM +0000,47.661387,-122.333718,"(47.661387, -122.333718)",F110039780
3020 Westlake Av N,Motor Vehicle Accident,05/08/2011 04:37:00 PM +0000,47.646713,-122.349472,"(47.646713, -122.349472)",F110039773
Phinney Av N / N 46th St,Motor Vehicle Accident,05/08/2011 02:16:00 PM +0000,47.662141,-122.353981,"(47.662141, -122.353981)",F110039743
2522 8th Av W,Motor Vehicle Accident,05/08/2011 04:50:00 AM +0000,47.641278,-122.367595,"(47.641278, -122.367595)",F110039667
Yale Av / Stewart St,Motor Vehicle Accident,05/08/2011 03:55:00 AM +0000,47.618274,-122.330999,"(47.618274, -122.330999)",F110039649
Roosevelt Way Ne / Ne 98th St,Motor Vehicle Accident,05/08/2011 03:07:00 AM +0000,47.700379,-122.317663,"(47.700379, -122.317663)",F110039629
22nd Av S / S Graham St,Motor Vehicle Accident,05/07/2011 09:07:00 PM +0000,47.546489,-122.305013,"(47.546489, -122.305013)",F110039550
N 85th St / Interlake Av N,Motor Vehicle Accident,05/07/2011 08:52:00 PM +0000,47.69053,-122.340222,"(47.69053, -122.340222)",F110039545
0 - 0 Nb I5 To 50,Motor Vehicle Accident,05/07/2011 08:27:00 PM +0000,47.65745,-122.322155,"(47.65745, -122.322155)",F110039537
Yale Av E / E Boston St,Motor Vehicle Accident,05/07/2011 08:04:00 PM +0000,47.638247,-122.327112,"(47.638247, -122.327112)",F110039531
Rainier Av S / S Hudson St,Motor Vehicle Accident,05/07/2011 07:56:00 PM +0000,47.557041,-122.28463,"(47.557041, -122.28463)",F110039529
0 - 0 NB I5 AT SHIP CANAL BRIDGE,Motor Vehicle Accident Freeway,05/07/2011 07:26:00 PM +0000,47.647664,-122.322393,"(47.647664, -122.322393)",F110039518
Sb I5 At Lakeview,Motor Vehicle Accident Freeway,05/07/2011 07:25:00 PM +0000,47.633799,-122.324025,"(47.633799, -122.324025)",F110039517
Rainier Av S / S Lane St,Motor Vehicle Accident,05/07/2011 05:55:00 PM +0000,47.596652,-122.312121,"(47.596652, -122.312121)",F110039495
35th Av Sw / Sw Morgan St,Motor Vehicle Accident,05/07/2011 01:15:00 AM +0000,47.544683,-122.376445,"(47.544683, -122.376445)",F110039297
24th Av E / E Mcgraw St,Motor Vehicle Accident,05/07/2011 01:04:00 AM +0000,47.640259,-122.302072,"(47.640259, -122.302072)",F110039292
47th Av Sw / Erskine Way Sw,Motor Vehicle Accident,05/07/2011 12:26:00 PM +0000,47.554988,-122.392318,"(47.554988, -122.392318)",F110039279
Nw 80th St / 24th Av Nw,Motor Vehicle Accident,05/07/2011 12:09:00 PM +0000,47.686803,-122.387593,"(47.686803, -122.387593)",F110039272
8208 Greenwood Av N,Motor Vehicle Accident,05/06/2011 11:45:00 PM +0000,47.688442,-122.355301,"(47.688442, -122.355301)",F110039268
M L King Jr Way S / S Washington St,Motor Vehicle Accident,05/06/2011 11:32:00 PM +0000,47.600864,-122.296936,"(47.600864, -122.296936)",F110039263
35th Av Sw / Sw Othello St,Motor Vehicle Accident,05/06/2011 01:37:00 AM +0000,47.537394,-122.376589,"(47.537394, -122.376589)",F110038989
N 125th St / Aurora Av N,Motor Vehicle Accident,05/05/2011 11:24:00 PM +0000,47.719572,-122.344937,"(47.719572, -122.344937)",F110038961
Battery St / 4th Av,Motor Vehicle Accident,05/05/2011 10:45:00 PM +0000,47.616138,-122.345235,"(47.616138, -122.345235)",F110038949
California Av Sw / Sw Hanford St,Motor Vehicle Accident,05/05/2011 10:41:00 PM +0000,47.575626,-122.386761,"(47.575626, -122.386761)",F110038945
1300 E John St,Motor Vehicle Accident,05/05/2011 10:18:00 PM +0000,47.619946,-122.315619,"(47.619946, -122.315619)",F110038935
12710 Aurora Av N,Motor Vehicle Accident,05/05/2011 09:13:00 PM +0000,47.721476,-122.344958,"(47.721476, -122.344958)",F110038923
Ne 70th St / 8th Av Ne,Motor Vehicle Accident,05/05/2011 08:04:00 PM +0000,47.679495,-122.319968,"(47.679495, -122.319968)",F110038910
0 - 0 Eb Sr520 At Mid Span,Motor Vehicle Accident Freeway,05/05/2011 01:54:00 PM +0000,47.644945,-122.291116,"(47.644945, -122.291116)",F110038823
0 - 0 SB SR99 AT SPOKANE,Motor Vehicle Accident Freeway,05/05/2011 01:39:00 PM +0000,47.573037,-122.339393,"(47.573037, -122.339393)",F110038820
6431 Corson Av S,Motor Vehicle Accident,05/05/2011 07:48:00 AM +0000,47.545748,-122.322006,"(47.545748, -122.322006)",F110038772
0 - 0 Nb Sr99 At Lander,Motor Vehicle Accident Freeway,05/05/2011 04:58:00 AM +0000,47.57981,-122.33913,"(47.57981, -122.33913)",F110038750
E Interlaken Blvd / Lake Washington Blvd E,Motor Vehicle Accident,05/05/2011 04:02:00 AM +0000,47.630773,-122.297248,"(47.630773, -122.297248)",F110038739
2nd Av / Spring St,Motor Vehicle Accident,05/05/2011 03:25:00 AM +0000,47.605873,-122.335782,"(47.605873, -122.335782)",F110038727
Stewart St / Denny Way,Motor Vehicle Accident,05/05/2011 02:29:00 AM +0000,47.618492,-122.330723,"(47.618492, -122.330723)",F110038707
3rd Av Ne / Ne Northgate Way,Motor Vehicle Accident,05/05/2011 12:47:00 PM +0000,47.708611,-122.325955,"(47.708611, -122.325955)",F110038687
4th Av S / S Holgate St,Motor Vehicle Accident,05/04/2011 08:15:00 PM +0000,47.58617,-122.329062,"(47.58617, -122.329062)",F110038586
Wb Sr520 At Portage,Motor Vehicle Accident Freeway,05/04/2011 08:13:00 PM +0000,47.643393,-122.308873,"(47.643393, -122.308873)",F110038585
2222 32nd Av W,Motor Vehicle Accident,05/04/2011 07:18:00 PM +0000,47.638407,-122.39835,"(47.638407, -122.39835)",F110038565
Sb I5 At 117,Motor Vehicle Accident Freeway,05/04/2011 04:18:00 PM +0000,47.714529,-122.326772,"(47.714529, -122.326772)",F110038511
3rd Av Nw / Nw 67th St,Motor Vehicle Accident,05/04/2011 04:01:00 PM +0000,47.677778,-122.360476,"(47.677778, -122.360476)",F110038503
7755 East Marginal Way S,Motor Vehicle Accident, 2011-05-04T24:44:00+0000,47.533081,-122.311224,"(47.533081, -122.311224)",F110038457
Eastlake Av E / Fuhrman Av E,Motor Vehicle Accident,05/04/2011 05:07:00 AM +0000,47.651578,-122.321275,"(47.651578, -122.321275)",F110038384
0 - 0 Nb I5 At Northgate,Motor Vehicle Accident Freeway,05/04/2011 01:29:00 AM +0000,47.704645,-122.329446,"(47.704645, -122.329446)",F110038330
6200 M L King Jr Way S,Motor Vehicle Accident,05/04/2011 01:10:00 AM +0000,47.546723,-122.285778,"(47.546723, -122.285778)",F110038315
6305 M L King Jr Way S,Motor Vehicle Accident,05/04/2011 01:04:00 AM +0000,47.546015,-122.285534,"(47.546015, -122.285534)",F110038313
M L King Jr Way S / S Othello St,Motor Vehicle Accident,05/04/2011 12:19:00 PM +0000,47.537042,-122.281293,"(47.537042, -122.281293)",F110038291
N Northgate Way / Corliss Av N,Motor Vehicle Accident,05/02/2011 09:13:00 PM +0000,47.708646,-122.331314,"(47.708646, -122.331314)",F110037907
0 - 0 Eb Wsea Frwy At Sr99,Motor Vehicle Accident Freeway,05/02/2011 03:33:00 PM +0000,47.57151,-122.337962,"(47.57151, -122.337962)",F110037816
0 - 0 Wb Wsea Frwy At Sr99,Motor Vehicle Accident Freeway,05/02/2011 03:30:00 PM +0000,47.571599,-122.337687,"(47.571599, -122.337687)",F110037815
0 - 0 Nb Sr509 To Cloverdale,Motor Vehicle Accident Freeway,05/02/2011 03:25:00 AM +0000,47.526948,-122.332095,"(47.526948, -122.332095)",F110037706
12059 Aurora Av N,Motor Vehicle Accident,05/02/2011 01:27:00 AM +0000,47.716928,-122.344891,"(47.716928, -122.344891)",F110037671
7933 45th Av Sw,Motor Vehicle Accident,05/01/2011 02:50:00 PM +0000,47.531305,-122.390428,"(47.531305, -122.390428)",F110037515
7933 45th Av Sw,Motor Vehicle Accident,05/01/2011 02:46:00 PM +0000,47.531305,-122.390428,"(47.531305, -122.390428)",F110037514
0 - 0 Nb I5 Cd To James,Motor Vehicle Accident Freeway,05/01/2011 11:13:00 AM +0000,47.603525,-122.326315,"(47.603525, -122.326315)",F110037489
1st Av S / Sw Kenyon St,Motor Vehicle Accident,05/01/2011 09:07:00 AM +0000,47.532065,-122.335191,"(47.532065, -122.335191)",F110037475
15th Av Nw / Nw 96th St,Motor Vehicle Accident,04/30/2011 08:26:00 PM +0000,47.698985,-122.376785,"(47.698985, -122.376785)",F110037287
2800 Beacon Av S,Motor Vehicle Accident,04/30/2011 06:40:00 PM +0000,47.578626,-122.311597,"(47.578626, -122.311597)",F110037254
N 34th St / Meridian Av N,Motor Vehicle Accident,04/30/2011 08:41:00 AM +0000,47.648032,-122.333914,"(47.648032, -122.333914)",F110037178
3400-3499 Meridian Av N,Motor Vehicle Accident,04/30/2011 08:36:00 AM +0000,47.648443,-122.333909,"(47.648443, -122.333909)",F110037175
W Roy St / Elliott Av W,Motor Vehicle Accident,04/30/2011 08:11:00 AM +0000,47.626585,-122.368357,"(47.626585, -122.368357)",F110037164
900-1000 Elliott Av W,Motor Vehicle Accident,04/30/2011 07:40:00 AM +0000,47.627175,-122.369149,"(47.627175, -122.369149)",F110037157
15TH AV E / E ROY ST,Motor Vehicle Accident,04/30/2011 07:38:00 AM +0000,47.62526,-122.31259,"(47.62526, -122.31259)",F110037156
Montlake Blvd E / E Hamlin St,Motor Vehicle Accident,04/30/2011 07:17:00 AM +0000,47.645557,-122.304611,"(47.645557, -122.304611)",F110037153
Rainier Av S / S Jackson St,Motor Vehicle Accident,04/30/2011 06:01:00 AM +0000,47.59921,-122.314137,"(47.59921, -122.314137)",F110037134
M L KING JR WAY S / S MYRTLE ST,Motor Vehicle Accident,04/30/2011 04:10:00 AM +0000,47.538884,-122.282179,"(47.538884, -122.282179)",F110037112
Rainier Av S / S Othello St,Motor Vehicle Accident,04/30/2011 12:38:00 PM +0000,47.536958,-122.270274,"(47.536958, -122.270274)",F110037051
6th Av S / S King St,Motor Vehicle Accident,04/29/2011 09:52:00 PM +0000,47.598354,-122.326364,"(47.598354, -122.326364)",F110036999
1110 N 90th St,Motor Vehicle Accident,04/29/2011 08:39:00 PM +0000,47.694183,-122.344076,"(47.694183, -122.344076)",F110036970
908 Jefferson St,Motor Vehicle Accident,04/29/2011 08:30:00 PM +0000,47.604879,-122.324007,"(47.604879, -122.324007)",F110036968
0 - 0 NB I5 FR OLIVE,Motor Vehicle Accident,04/29/2011 06:02:00 PM +0000,47.61735,-122.328159,"(47.61735, -122.328159)",F110036922
1ST AV NW / NW 145TH ST,Motor Vehicle Accident,04/29/2011 03:06:00 PM +0000,47.734137,-122.359168,"(47.734137, -122.359168)",F110036893
0 - 0 Wb Sr520 At Mid Span,Motor Vehicle Accident Freeway,04/29/2011 05:09:00 AM +0000,47.640459,-122.259104,"(47.640459, -122.259104)",F110036799
0 - 0 Nb I5 At Holgate,Motor Vehicle Accident Freeway,04/28/2011 09:11:00 PM +0000,47.587138,-122.320156,"(47.587138, -122.320156)",F110036691
9000 Olson Pl Sw,Motor Vehicle Accident,04/28/2011 06:18:00 PM +0000,47.522322,-122.334841,"(47.522322, -122.334841)",F110036638
Sw Andover St / 48th Av Sw,Motor Vehicle Accident,04/28/2011 04:05:00 PM +0000,47.568469,-122.393452,"(47.568469, -122.393452)",F110036601
501 ELLIOTT AV W,Motor Vehicle Accident,04/28/2011 03:39:00 PM +0000,47.623689,-122.364554,"(47.623689, -122.364554)",F110036595
9th Av / Virginia St,Motor Vehicle Accident,04/28/2011 05:31:00 AM +0000,47.616385,-122.335736,"(47.616385, -122.335736)",F110036522
Marion St / Boylston Av,Motor Vehicle Accident,04/28/2011 04:00:00 AM +0000,47.610017,-122.321158,"(47.610017, -122.321158)",F110036512
7th Av S / S King St,Motor Vehicle Accident,04/28/2011 01:25:00 AM +0000,47.59835,-122.323754,"(47.59835, -122.323754)",F110036481
0 - 0 Sb I5 To Michigan,Motor Vehicle Accident Freeway,04/28/2011 01:09:00 AM +0000,47.552263,-122.319291,"(47.552263, -122.319291)",F110036478
N 128th St / Aurora Av N,Motor Vehicle Accident,04/28/2011 12:17:00 PM +0000,47.722302,-122.344967,"(47.722302, -122.344967)",F110036458
12th Av Sw / Sw Holden St,Motor Vehicle Accident,04/27/2011 07:54:00 PM +0000,47.534043,-122.350538,"(47.534043, -122.350538)",F110036366
N 36th St / Greenwood Av N,Motor Vehicle Accident,04/27/2011 06:49:00 PM +0000,47.652475,-122.355493,"(47.652475, -122.355493)",F110036351
Boren Av / Olive Way,Motor Vehicle Accident,04/27/2011 06:07:00 PM +0000,47.61545,-122.33073,"(47.61545, -122.33073)",F110036315
S Bayview St / M L King Jr Way S,Motor Vehicle Accident,04/27/2011 02:21:00 PM +0000,47.581267,-122.296991,"(47.581267, -122.296991)",F110036278
1701 Broadway,Motor Vehicle Accident,04/26/2011 11:20:00 PM +0000,47.616403,-122.320817,"(47.616403, -122.320817)",F110036110
Montlake Br,Motor Vehicle Accident,04/26/2011 10:54:00 PM +0000,47.647029,-122.30461,"(47.647029, -122.30461)",F110036099
M L KING JR WAY S / S OTHELLO ST,Motor Vehicle Accident,04/26/2011 04:49:00 PM +0000,47.537042,-122.281293,"(47.537042, -122.281293)",F110036025
Ne 92nd St / Lake City Way Ne,Motor Vehicle Accident,04/26/2011 04:20:00 PM +0000,47.695751,-122.305694,"(47.695751, -122.305694)",F110036008
0 - 0 Sb I5 At 85,Motor Vehicle Accident Freeway,04/26/2011 09:18:00 AM +0000,47.68711,-122.327006,"(47.68711, -122.327006)",F110035954
0 - 0 Nb I5 At 85,Motor Vehicle Accident Freeway,04/26/2011 12:19:00 PM +0000,47.685562,-122.324337,"(47.685562, -122.324337)",F110035851
30th Av Ne / Ne 145th St,Motor Vehicle Accident,04/25/2011 10:01:00 PM +0000,47.733786,-122.296519,"(47.733786, -122.296519)",F110035818
Wb I90 To Nb I5 Cd,Motor Vehicle Accident Freeway,04/25/2011 09:47:00 PM +0000,47.59654,-122.319699,"(47.59654, -122.319699)",F110035816
5605 S Roxbury St,Motor Vehicle Accident,04/25/2011 09:07:00 PM +0000,47.516807,-122.262742,"(47.516807, -122.262742)",F110035802
56th Av S / S Roxbury St,Motor Vehicle Accident,04/25/2011 08:52:00 PM +0000,47.516808,-122.262826,"(47.516808, -122.262826)",F110035793
0 - 0 Sb I5 At Spokane,Motor Vehicle Accident Freeway,04/25/2011 08:41:00 PM +0000,47.577176,-122.319669,"(47.577176, -122.319669)",F110035788
Nw 85th St / 20th Av Nw,Motor Vehicle Accident,04/25/2011 07:25:00 PM +0000,47.690592,-122.382194,"(47.690592, -122.382194)",F110035763
9538 1st Av Ne,Motor Vehicle Accident,04/25/2011 05:01:00 PM +0000,47.698001,-122.328458,"(47.698001, -122.328458)",F110035720
